State,Year,Beer,Wine,Spirits
North Dakota,1980,1.53,0.17,1.14
North Dakota,1981,1.53,0.18,1.14
North Dakota,1982,1.52,0.18,1.09
North Dakota,1983,1.48,0.17,1.05
North Dakota,1984,1.4,0.17,0.98
North Dakota,1985,1.33,0.19,0.96
North Dakota,1986,1.32,0.22,0.86
North Dakota,1987,1.35,0.2,0.87
North Dakota,1988,1.38,0.19,0.86
North Dakota,1989,1.38,0.17,0.84
North Dakota,1990,1.47,0.17,0.93
North Dakota,1991,1.43,0.16,0.86
North Dakota,1992,1.38,0.15,0.85
North Dakota,1993,1.37,0.15,0.84
North Dakota,1994,1.39,0.15,0.78
North Dakota,1995,1.35,0.16,0.77
North Dakota,1996,1.4,0.13,0.77
North Dakota,1997,1.4,0.13,0.77
North Dakota,1998,1.45,0.13,0.76
North Dakota,1999,1.49,0.15,0.78
North Dakota,2000,1.47,0.15,0.79
North Dakota,2001,1.46,0.15,0.8
North Dakota,2002,1.51,0.16,0.84
North Dakota,2003,1.54,0.17,0.86
North Dakota,2004,1.5,0.18,0.83
North Dakota,2005,1.51,0.19,0.95
North Dakota,2006,1.52,0.21,1.01
North Dakota,2007,1.57,0.23,1.08
North Dakota,2008,1.63,0.24,1.14
North Dakota,2009,1.63,0.25,1.16
Ohio,1977,1.17,0.18,0.7
Ohio,1978,1.19,0.2,0.7
Ohio,1979,1.36,0.2,0.71
Ohio,1980,1.39,0.22,0.72
Ohio,1981,1.35,0.22,0.68
Ohio,1982,1.4,0.22,0.66
Ohio,1983,1.36,0.22,0.65
Ohio,1984,1.41,0.25,0.61
Ohio,1985,1.37,0.25,0.59
Ohio,1986,1.32,0.25,0.6
Ohio,1987,1.35,0.24,0.59
Ohio,1988,1.34,0.24,0.54
Ohio,1989,1.35,0.22,0.5
Ohio,1990,1.34,0.22,0.53
Ohio,1991,1.33,0.18,0.51
Ohio,1992,1.32,0.17,0.5
Ohio,1993,1.29,0.16,0.5
Ohio,1994,1.31,0.16,0.37
Ohio,1995,1.28,0.17,0.46
Ohio,1996,1.3,0.18,0.45
Ohio,1997,1.28,0.18,0.46
Ohio,1998,1.31,0.19,0.47
Ohio,1999,1.32,0.2,0.48
Ohio,2000,1.3,0.19,0.5
Ohio,2001,1.33,0.21,0.47
Ohio,2002,1.34,0.21,0.47
Ohio,2003,1.33,0.22,0.48
Ohio,2004,1.33,0.22,0.41
Ohio,2005,1.31,0.23,0.43
Ohio,2006,1.32,0.24,0.44
Ohio,2007,1.33,0.25,0.45
Ohio,2008,1.32,0.26,0.46
Ohio,2009,1.28,0.26,0.47
Oklahoma,1977,1.07,0.14,0.78
Oklahoma,1978,1.08,0.14,0.82
Oklahoma,1979,1.05,0.13,0.8
Oklahoma,1980,1.08,0.16,0.71
Oklahoma,1981,1.14,0.16,0.83
Oklahoma,1982,1.17,0.16,0.83
Oklahoma,1983,1.05,0.16,0.77
Oklahoma,1984,1.01,0.16,0.74
Oklahoma,1985,1.04,0.15,0.68
Oklahoma,1986,1.04,0.15,0.61
Oklahoma,1987,1.04,0.15,0.57
Oklahoma,1988,1.05,0.14,0.5
Oklahoma,1989,1.05,0.13,0.53
Oklahoma,1990,1.12,0.14,0.55
Oklahoma,1991,1.09,0.13,0.54
Oklahoma,1992,1.13,0.13,0.55
Oklahoma,1993,1.11,0.11,0.48
Oklahoma,1994,1.15,0.13,0.5
Oklahoma,1995,1.1,0.12,0.44
Oklahoma,1996,1.09,0.12,0.45
Oklahoma,1997,1.1,0.12,0.43
Oklahoma,1998,1.12,0.12,0.43
Oklahoma,1999,1.11,0.12,0.44
Oklahoma,2000,1.13,0.12,0.44
Oklahoma,2001,1.11,0.12,0.43
Oklahoma,2002,1.11,0.13,0.58
Oklahoma,2003,1.06,0.13,0.73
Oklahoma,2004,1.1,0.13,0.45
Oklahoma,2005,1.09,0.16,0.55
Oklahoma,2006,1.15,0.17,0.57
Oklahoma,2007,1.18,0.17,0.58
Oklahoma,2008,1.23,0.18,0.58
Oklahoma,2009,1.18,0.18,0.58
Oregon,1977,1.33,0.46,0.96
Oregon,1978,1.34,0.47,0.98
Oregon,1979,1.39,0.47,0.96
Oregon,1980,1.37,0.51,0.94
Oregon,1981,1.38,0.5,0.92
Oregon,1982,1.33,0.53,0.88
Oregon,1983,1.31,0.53,0.85
Oregon,1984,1.28,0.53,0.82
Oregon,1985,1.25,0.55,0.77
Oregon,1986,1.26,0.54,0.73
Oregon,1987,1.26,0.53,0.72
Oregon,1988,1.27,0.51,0.71
Oregon,1989,1.26,0.46,0.69
Oregon,1990,1.32,0.47,0.73
Oregon,1991,1.28,0.44,0.67
Oregon,1992,1.29,0.46,0.67
Oregon,1993,1.24,0.43,0.64
Oregon,1994,1.23,0.37,0.62
Oregon,1995,1.21,0.42,0.59
Oregon,1996,1.23,0.44,0.61
Oregon,1997,1.19,0.44,0.6
Oregon,1998,1.2,0.43,0.61
Oregon,1999,1.21,0.43,0.63
Oregon,2000,1.2,0.44,0.64
Oregon,2001,1.22,0.43,0.65
Oregon,2002,1.22,0.46,0.66
Oregon,2003,1.2,0.47,0.68
Oregon,2004,1.22,0.49,0.71
Oregon,2005,1.23,0.48,0.74
Oregon,2006,1.26,0.49,0.78
Oregon,2007,1.29,0.49,0.81
Oregon,2008,1.21,0.49,0.82
Oregon,2009,1.28,0.49,0.82
Pennsylvania,1977,1.35,0.2,0.74
Pennsylvania,1978,1.36,0.21,0.74
Pennsylvania,1979,1.42,0.22,0.73
Pennsylvania,1980,1.45,0.22,0.71
Pennsylvania,1981,1.42,0.23,0.72
Pennsylvania,1982,1.44,0.23,0.7
Pennsylvania,1983,1.41,0.22,0.67
Pennsylvania,1984,1.37,0.21,0.66
Pennsylvania,1985,1.37,0.21,0.65
Pennsylvania,1986,1.38,0.21,0.64
Pennsylvania,1987,1.38,0.2,0.61
Pennsylvania,1988,1.39,0.19,0.53
Pennsylvania,1989,1.36,0.18,0.56
Pennsylvania,1990,1.42,0.18,0.55
Pennsylvania,1991,1.36,0.17,0.52
Pennsylvania,1992,1.3,0.18,0.51
Pennsylvania,1993,1.31,0.17,0.48
Pennsylvania,1994,1.28,0.18,0.47
Pennsylvania,1995,1.23,0.18,0.45
Pennsylvania,1996,1.22,0.19,0.45
Pennsylvania,1997,1.2,0.19,0.44
Pennsylvania,1998,1.21,0.19,0.45
Pennsylvania,1999,1.2,0.21,0.46
Pennsylvania,2000,1.21,0.21,0.47
Pennsylvania,2001,1.32,0.2,0.48
Pennsylvania,2002,1.35,0.22,0.49
Pennsylvania,2003,1.3,0.23,0.51
Pennsylvania,2004,1.3,0.24,0.54
Pennsylvania,2005,1.29,0.24,0.55
Pennsylvania,2006,1.3,0.24,0.57
Pennsylvania,2007,1.34,0.24,0.59
Pennsylvania,2008,1.36,0.23,0.6
Pennsylvania,2009,1.35,0.23,0.61
Rhode Island,1977,1.39,0.43,1.12
Rhode Island,1978,1.41,0.5,1.16
Rhode Island,1979,1.46,0.5,1.11
Rhode Island,1980,1.46,0.53,1.14
Rhode Island,1981,1.36,0.52,1.04
Rhode Island,1982,1.34,0.55,1.04
Rhode Island,1983,1.48,0.5,1.06
Rhode Island,1984,1.37,0.52,1.03
Rhode Island,1985,1.4,0.51,1.03
Rhode Island,1986,1.41,0.53,0.93
Rhode Island,1987,1.4,0.51,0.94
Rhode Island,1988,1.39,0.49,0.97
Rhode Island,1989,1.37,0.46,0.87
Rhode Island,1990,1.31,0.44,0.79
Rhode Island,1991,1.33,0.37,0.71
Rhode Island,1992,1.24,0.39,0.7
Rhode Island,1993,1.22,0.36,0.69
Rhode Island,1994,1.23,0.38,0.66
Rhode Island,1995,1.19,0.38,0.6
Rhode Island,1996,1.16,0.42,0.65
Rhode Island,1997,1.22,0.44,0.64
Rhode Island,1998,1.14,0.47,0.63
Rhode Island,1999,1.14,0.45,0.69
Rhode Island,2000,1.15,0.46,0.7
Rhode Island,2001,1.19,0.46,0.7
Rhode Island,2002,1.17,0.48,0.73
Rhode Island,2003,1.12,0.51,0.79
Rhode Island,2004,1.12,0.49,0.79
Rhode Island,2005,1.13,0.51,0.81
Rhode Island,2006,1.13,0.53,0.86
Rhode Island,2007,1.13,0.54,0.9
Rhode Island,2008,1.13,0.54,0.91
Rhode Island,2009,1.1,0.53,0.92
South Carolina,1977,1.17,0.17,1.14
South Carolina,1978,1.2,0.17,1.21
South Carolina,1979,1.25,0.17,1.18
South Carolina,1980,1.22,0.18,1.06
South Carolina,1981,1.25,0.19,1.05
South Carolina,1982,1.24,0.2,1.0
South Carolina,1983,1.26,0.2,1.01
South Carolina,1984,1.26,0.24,1.0
South Carolina,1985,1.26,0.25,0.99
South Carolina,1986,1.3,0.27,0.92
South Carolina,1987,1.34,0.27,0.88
South Carolina,1988,1.37,0.26,0.89
South Carolina,1989,1.37,0.24,0.86
South Carolina,1990,1.44,0.25,0.92
South Carolina,1991,1.34,0.22,0.84
South Carolina,1992,1.34,0.2,0.79
South Carolina,1993,1.36,0.2,0.75
South Carolina,1994,1.38,0.17,0.74
South Carolina,1995,1.38,0.18,0.67
South Carolina,1996,1.39,0.21,0.71
South Carolina,1997,1.4,0.19,0.71
South Carolina,1998,1.42,0.21,0.72
South Carolina,1999,1.43,0.22,0.72
South Carolina,2000,1.45,0.22,0.7
South Carolina,2001,1.45,0.22,0.65
South Carolina,2002,1.47,0.22,0.67
South Carolina,2003,1.38,0.23,0.74
South Carolina,2004,1.44,0.24,0.76
South Carolina,2005,1.41,0.24,0.76
South Carolina,2006,1.46,0.24,0.77
South Carolina,2007,1.43,0.24,0.77
South Carolina,2008,1.41,0.24,0.77
South Carolina,2009,1.36,0.24,0.77
South Dakota,1977,1.15,0.17,1.06
South Dakota,1978,1.19,0.17,1.05
South Dakota,1979,1.23,0.17,1.04
South Dakota,1980,1.3,0.18,1.07
South Dakota,1981,1.32,0.19,1.05
South Dakota,1982,1.29,0.18,0.98
South Dakota,1983,1.3,0.17,0.95
South Dakota,1984,1.27,0.17,0.89
South Dakota,1985,1.22,0.18,0.94
South Dakota,1986,1.22,0.19,0.81
South Dakota,1987,1.24,0.19,0.79
South Dakota,1988,1.21,0.16,0.76
South Dakota,1989,1.25,0.15,0.7
South Dakota,1990,1.36,0.18,0.8
South Dakota,1991,1.37,0.15,0.76
South Dakota,1992,1.37,0.15,0.74
South Dakota,1993,1.35,0.12,0.73
South Dakota,1994,1.38,0.12,0.73
South Dakota,1995,1.34,0.12,0.73
South Dakota,1996,1.36,0.13,0.68
South Dakota,1997,1.36,0.13,0.69
South Dakota,1998,1.42,0.13,0.68
South Dakota,1999,1.43,0.14,0.7
South Dakota,2000,1.44,0.15,0.68
South Dakota,2001,1.46,0.15,0.71
South Dakota,2002,1.51,0.16,0.7
South Dakota,2003,1.51,0.16,0.73
South Dakota,2004,1.5,0.18,0.76
South Dakota,2005,1.5,0.19,0.83
South Dakota,2006,1.51,0.19,0.79
South Dakota,2007,1.51,0.22,0.86
South Dakota,2008,1.56,0.22,0.86
South Dakota,2009,1.53,0.22,0.88
Tennessee,1977,1.1,0.1,0.71
Tennessee,1978,1.16,0.11,0.72
Tennessee,1979,1.14,0.11,0.73
Tennessee,1980,1.1,0.12,0.69
Tennessee,1981,1.14,0.13,0.72
Tennessee,1982,1.13,0.14,0.7
Tennessee,1983,1.1,0.14,0.69
Tennessee,1984,1.11,0.15,0.7
Tennessee,1985,1.11,0.16,0.67
Tennessee,1986,1.17,0.16,0.63
Tennessee,1987,1.17,0.15,0.62
Tennessee,1988,1.2,0.14,0.6
Tennessee,1989,1.18,0.14,0.59
Tennessee,1990,1.22,0.14,0.6
Tennessee,1991,1.19,0.13,0.54
Tennessee,1992,1.21,0.14,0.56
Tennessee,1993,1.2,0.14,0.54
Tennessee,1994,1.18,0.15,0.53
Tennessee,1995,1.18,0.15,0.52
Tennessee,1996,1.18,0.15,0.51
Tennessee,1997,1.16,0.16,0.5
Tennessee,1998,1.19,0.15,0.5
Tennessee,1999,1.21,0.15,0.49
Tennessee,2000,1.21,0.15,0.5
Tennessee,2001,1.13,0.16,0.5
Tennessee,2002,1.17,0.17,0.51
Tennessee,2003,1.26,0.18,0.52
Tennessee,2004,1.21,0.18,0.53
Tennessee,2005,1.19,0.19,0.55
Tennessee,2006,1.14,0.19,0.56
Tennessee,2007,1.13,0.2,0.56
Tennessee,2008,1.1,0.2,0.57
Tennessee,2009,1.05,0.21,0.57
Texas,1977,1.63,0.14,0.81
Texas,1978,1.7,0.14,0.84
Texas,1979,1.76,0.14,0.87
Texas,1980,1.77,0.22,0.81
Texas,1981,1.84,0.24,0.85
Texas,1982,1.83,0.18,0.84
Texas,1983,1.73,0.27,0.79
Texas,1984,1.74,0.28,0.79
Texas,1985,1.68,0.3,0.73
Texas,1986,1.67,0.31,0.65
Texas,1987,1.61,0.29,0.61
Texas,1988,1.61,0.28,0.59
Texas,1989,1.62,0.26,0.58
Texas,1990,1.64,0.26,0.58
Texas,1991,1.6,0.25,0.55
Texas,1992,1.65,0.24,0.55
Texas,1993,1.6,0.2,0.53
Texas,1994,1.6,0.2,0.51
Texas,1995,1.55,0.19,0.49
Texas,1996,1.56,0.22,0.49
Texas,1997,1.54,0.2,0.47
Texas,1998,1.53,0.23,0.49
Texas,1999,1.54,0.2,0.49
Texas,2000,1.53,0.22,0.5
Texas,2001,1.51,0.21,0.49
Texas,2002,1.5,0.22,0.5
Texas,2003,1.46,0.23,0.51
Texas,2004,1.45,0.24,0.52
Texas,2005,1.42,0.25,0.53
Texas,2006,1.43,0.26,0.55
Texas,2007,1.41,0.27,0.56
Texas,2008,1.44,0.27,0.58
Texas,2009,1.42,0.28,0.58
Utah,1977,0.97,0.14,0.59
Utah,1978,0.96,0.15,0.61
Utah,1979,0.97,0.16,0.62
Utah,1980,0.96,0.14,0.6
Utah,1981,1.01,0.15,0.58
Utah,1982,1.01,0.15,0.55
Utah,1983,0.88,0.14,0.5
Utah,1984,0.88,0.14,0.52
Utah,1985,0.9,0.15,0.53
Utah,1986,0.89,0.17,0.52
Utah,1987,0.84,0.15,0.5
Utah,1988,0.83,0.14,0.49
Utah,1989,0.82,0.13,0.47
Utah,1990,0.8,0.12,0.46
Utah,1991,0.8,0.12,0.43
Utah,1992,0.79,0.12,0.42
Utah,1993,0.78,0.11,0.39
Utah,1994,0.76,0.09,0.38
Utah,1995,0.75,0.09,0.37
Utah,1996,0.77,0.1,0.37
Utah,1997,0.76,0.1,0.39
Utah,1998,0.73,0.1,0.37
Utah,1999,0.79,0.1,0.38
Utah,2000,0.77,0.11,0.4
Utah,2001,0.76,0.14,0.39
Utah,2002,0.78,0.14,0.39
Utah,2003,0.77,0.15,0.39
Utah,2004,0.75,0.15,0.39
Utah,2005,0.69,0.16,0.41
Utah,2006,0.71,0.16,0.43
Utah,2007,0.75,0.16,0.43
Utah,2008,0.75,0.17,0.46
Utah,2009,0.7,0.17,0.46
Vermont,1977,1.42,0.44,1.58
Vermont,1978,1.53,0.47,1.59
Vermont,1979,1.57,0.47,1.5
Vermont,1980,1.43,0.48,1.39
Vermont,1981,1.49,0.5,1.33
Vermont,1982,1.49,0.5,1.25
Vermont,1983,1.52,0.5,1.19
Vermont,1984,1.48,0.49,1.15
Vermont,1985,1.49,0.55,1.09
Vermont,1986,1.55,0.59,1.04
Vermont,1987,1.56,0.58,0.98
Vermont,1988,1.51,0.56,0.93
Vermont,1989,1.45,0.51,0.88
Vermont,1990,1.47,0.48,0.85
Vermont,1991,1.41,0.46,0.82
Vermont,1992,1.35,0.44,0.78
Vermont,1993,1.34,0.44,0.74
Vermont,1994,1.34,0.42,0.74
Vermont,1995,1.27,0.41,0.66
Vermont,1996,1.29,0.46,0.64
Vermont,1997,1.23,0.46,0.63
Vermont,1998,1.25,0.47,0.62
Vermont,1999,1.23,0.47,0.62
Vermont,2000,1.23,0.47,0.63
Vermont,2001,1.29,0.47,0.63
Vermont,2002,1.32,0.49,0.63
Vermont,2003,1.32,0.51,0.64
Vermont,2004,1.32,0.54,0.66
Vermont,2005,1.33,0.56,0.67
Vermont,2006,1.35,0.58,0.69
Vermont,2007,1.37,0.61,0.7
Vermont,2008,1.37,0.62,0.71
Vermont,2009,1.36,0.63,0.7
Virginia,1977,1.19,0.21,0.9
Virginia,1978,1.22,0.21,0.9
Virginia,1979,1.23,0.25,0.92
Virginia,1980,1.23,0.25,0.91
Virginia,1981,1.23,0.27,0.89
Virginia,1982,1.45,0.27,0.86
Virginia,1983,1.47,0.27,0.82
Virginia,1984,1.46,0.29,0.8
Virginia,1985,1.46,0.3,0.79
Virginia,1986,1.52,0.27,0.73
Virginia,1987,1.4,0.26,0.71
Virginia,1988,1.31,0.25,0.68
Virginia,1989,1.23,0.31,0.65
Virginia,1990,1.25,0.3,0.62
Virginia,1991,1.2,0.28,0.58
Virginia,1992,1.25,0.28,0.57
Virginia,1993,1.24,0.27,0.54
Virginia,1994,1.2,0.27,0.51
Virginia,1995,1.15,0.29,0.49
Virginia,1996,1.13,0.3,0.49
Virginia,1997,1.13,0.29,0.48
Virginia,1998,1.18,0.29,0.47
Virginia,1999,1.18,0.32,0.47
Virginia,2000,1.16,0.31,0.5
Virginia,2001,1.15,0.32,0.5
Virginia,2002,1.15,0.34,0.51
Virginia,2003,1.14,0.36,0.53
Virginia,2004,1.14,0.37,0.54
Virginia,2005,1.13,0.38,0.55
Virginia,2006,1.14,0.39,0.57
Virginia,2007,1.13,0.41,0.58
Virginia,2008,1.14,0.42,0.59
Virginia,2009,1.11,0.43,0.59
Washington,1977,1.36,0.45,1.08
Washington,1978,1.39,0.48,1.09
Washington,1979,1.41,0.48,1.1
Washington,1980,1.52,0.52,1.08
Washington,1981,1.38,0.54,1.05
Washington,1982,1.33,0.53,0.99
Washington,1983,1.29,0.54,0.94
Washington,1984,1.24,0.57,0.91
Washington,1985,1.22,0.59,0.87
Washington,1986,1.23,0.61,0.82
Washington,1987,1.23,0.56,0.79
Washington,1988,1.22,0.5,0.77
Washington,1989,1.24,0.47,0.75
Washington,1990,1.27,0.46,0.76
Washington,1991,1.23,0.43,0.73
Washington,1992,1.26,0.46,0.72
Washington,1993,1.19,0.39,0.69
Washington,1994,1.18,0.39,0.65
Washington,1995,1.14,0.4,0.63
Washington,1996,1.13,0.4,0.63
Washington,1997,1.11,0.42,0.63
Washington,1998,1.12,0.43,0.63
Washington,1999,1.1,0.4,0.63
Washington,2000,1.09,0.41,0.66
Washington,2001,1.08,0.4,0.65
Washington,2002,1.08,0.42,0.65
Washington,2003,1.05,0.46,0.67
Washington,2004,1.04,0.46,0.69
Washington,2005,1.1,0.55,0.68
Washington,2006,1.05,0.48,0.71
Washington,2007,1.11,0.5,0.74
Washington,2008,1.09,0.5,0.76
Washington,2009,1.09,0.51,0.74
West Virginia,1977,0.98,0.09,0.78
West Virginia,1978,0.96,0.09,0.79
West Virginia,1979,0.97,0.09,0.77
West Virginia,1980,1.0,0.09,0.72
West Virginia,1981,1.06,0.14,0.66
West Virginia,1982,1.11,0.14,0.55
West Virginia,1983,1.13,0.13,0.48
West Virginia,1984,1.12,0.12,0.44
West Virginia,1985,1.11,0.13,0.42
West Virginia,1986,1.1,0.13,0.41
West Virginia,1987,1.11,0.13,0.41
West Virginia,1988,1.12,0.12,0.4
West Virginia,1989,1.12,0.11,0.38
West Virginia,1990,1.2,0.1,0.42
West Virginia,1991,1.18,0.09,0.43
West Virginia,1992,1.16,0.09,0.41
West Virginia,1993,1.18,0.08,0.4
West Virginia,1994,1.17,0.08,0.39
West Virginia,1995,1.14,0.09,0.38
West Virginia,1996,1.14,0.1,0.37
West Virginia,1997,1.14,0.1,0.37
West Virginia,1998,1.17,0.1,0.36
West Virginia,1999,1.18,0.1,0.37
West Virginia,2000,1.18,0.1,0.35
West Virginia,2001,1.23,0.1,0.37
West Virginia,2002,1.26,0.1,0.38
West Virginia,2003,1.23,0.1,0.38
West Virginia,2004,1.25,0.1,0.39
West Virginia,2005,1.23,0.1,0.4
West Virginia,2006,1.22,0.1,0.42
West Virginia,2007,1.24,0.1,0.42
West Virginia,2008,1.26,0.1,0.44
West Virginia,2009,1.24,0.1,0.45
Wisconsin,1977,1.78,0.27,1.26
Wisconsin,1978,1.8,0.28,1.18
Wisconsin,1979,1.88,0.28,1.17
Wisconsin,1980,1.96,0.31,1.2
Wisconsin,1981,1.95,0.31,1.2
Wisconsin,1982,1.93,0.3,1.04
Wisconsin,1983,1.93,0.33,1.07
Wisconsin,1984,1.86,0.3,1.03
Wisconsin,1985,1.82,0.32,1.05
Wisconsin,1986,1.87,0.34,0.95
Wisconsin,1987,1.78,0.36,0.97
Wisconsin,1988,1.75,0.33,0.95
Wisconsin,1989,1.71,0.31,0.95
Wisconsin,1990,1.74,0.31,1.03
Wisconsin,1991,1.65,0.27,0.84
Wisconsin,1992,1.59,0.25,0.9
Wisconsin,1993,1.59,0.22,0.89
Wisconsin,1994,1.58,0.22,0.91
Wisconsin,1995,1.55,0.23,0.87
Wisconsin,1996,1.53,0.24,0.88
Wisconsin,1997,1.57,0.25,0.89
Wisconsin,1998,1.61,0.26,0.79
Wisconsin,1999,1.53,0.26,0.92
Wisconsin,2000,1.54,0.27,0.95
Wisconsin,2001,1.53,0.26,0.95
Wisconsin,2002,1.56,0.28,0.98
Wisconsin,2003,1.52,0.29,1.0
Wisconsin,2004,1.52,0.3,1.01
Wisconsin,2005,1.55,0.31,1.07
Wisconsin,2006,1.56,0.32,1.09
Wisconsin,2007,1.54,0.33,1.11
Wisconsin,2008,1.53,0.34,1.12
Wisconsin,2009,1.49,0.31,1.16
Wyoming,1977,1.79,0.21,1.32
Wyoming,1978,1.82,0.22,1.36
Wyoming,1979,1.86,0.22,1.3
Wyoming,1980,1.85,0.24,1.32
Wyoming,1981,1.91,0.24,1.27
Wyoming,1982,1.8,0.24,1.21
Wyoming,1983,1.66,0.22,1.09
Wyoming,1984,1.58,0.22,1.05
Wyoming,1985,1.56,0.25,1.03
Wyoming,1986,1.46,0.26,0.92
Wyoming,1987,1.46,0.24,0.86
Wyoming,1988,1.39,0.23,0.83
Wyoming,1989,1.35,0.22,0.82
Wyoming,1990,1.48,0.22,0.93
Wyoming,1991,1.45,0.2,0.9
Wyoming,1992,1.44,0.2,0.91
Wyoming,1993,1.4,0.19,0.86
Wyoming,1994,1.42,0.18,0.83
Wyoming,1995,1.34,0.16,0.8
Wyoming,1996,1.37,0.16,0.81
Wyoming,1997,1.36,0.17,0.81
Wyoming,1998,1.38,0.2,0.81
Wyoming,1999,1.41,0.18,0.84
Wyoming,2000,1.42,0.18,0.86
Wyoming,2001,1.43,0.22,0.88
Wyoming,2002,1.46,0.22,0.88
Wyoming,2003,1.69,0.23,0.9
Wyoming,2004,1.41,0.22,0.92
Wyoming,2005,1.21,0.23,0.97
Wyoming,2006,1.47,0.23,1.05
Wyoming,2007,1.49,0.23,1.1
Wyoming,2008,1.54,0.23,1.12
Wyoming,2009,1.45,0.22,1.1
